timestamp,log_text,log_level
2024-12-11 15:28:38.854268,Backup job completed successfully.,INFO
2024-12-11 15:49:23.854271,High memory usage detected in pod nginx-pod.,WARNING
2024-12-16 06:14:30.854273,Deployment deployment-2 scaled to production replicas.,INFO
2024-12-15 11:50:08.854276,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-15 09:21:37.854279,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-11 18:29:37.854282,Deployment deployment-6 failed to roll out successfully.,ERROR
2024-12-11 05:11:20.854283,Backup job completed successfully.,INFO
2024-12-14 09:54:20.854286,Slow response time observed for pod frontend-pod.,WARNING
2024-12-12 12:56:21.854288,Slow response time observed for pod nginx-pod.,WARNING
2024-12-15 04:55:05.854291,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-11 16:45:13.854294,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-11 21:21:04.854297,Deployment deployment-2 failed to roll out successfully.,ERROR
2024-12-13 02:39:06.854299,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-12 07:23:09.854302,Slow response time observed for pod api-server.,WARNING
2024-12-16 18:53:21.854304,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-10 18:04:23.854307,Node node-5 is ready for scheduling.,INFO
2024-12-15 21:04:18.854310,Pod redis-pod started successfully in namespace kube-system.,INFO
2024-12-15 08:28:08.854312,Backup job completed successfully.,INFO
2024-12-12 11:59:13.854314,Failed to mount volume for pod api-server.,ERROR
2024-12-11 14:31:34.854317,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-15 16:49:55.854319,DiskPressure condition detected on node node-3.,WARNING
2024-12-13 20:33:21.854322,High memory usage detected in pod nginx-pod.,WARNING
2024-12-12 21:14:39.854325,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-17 00:28:20.854327,High memory usage detected in pod nginx-pod.,WARNING
2024-12-14 17:51:45.854330,Replica count for deployment deployment-3 dropped below threshold.,WARNING
2024-12-17 05:57:02.854332,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 11:20:19.854335,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-12 19:08:38.854338,High memory usage detected in pod redis-pod.,WARNING
2024-12-11 13:01:06.854341,Pod frontend-pod started successfully in namespace kube-system.,INFO
2024-12-14 00:45:38.854343,Node node-2 is ready for scheduling.,INFO
2024-12-12 00:07:38.854346,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-14 01:23:44.854349,Deployment deployment-4 scaled to default replicas.,INFO
2024-12-17 15:10:33.854352,Deployment deployment-5 failed to roll out successfully.,ERROR
2024-12-14 03:27:05.854354,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-17 13:21:36.854357,DiskPressure condition detected on node node-4.,WARNING
2024-12-12 15:12:33.854360,High memory usage detected in pod nginx-pod.,WARNING
2024-12-14 12:33:08.854362,Pod frontend-pod started successfully in namespace monitoring.,INFO
2024-12-16 03:49:20.854365,Pod db-pod started successfully in namespace kube-system.,INFO
2024-12-10 22:57:42.854367,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-10 16:48:27.854370,High memory usage detected in pod api-server.,WARNING
2024-12-11 07:46:34.854372,Node node-1 is ready for scheduling.,INFO
2024-12-12 07:18:09.854375,Deployment deployment-6 scaled to kube-system replicas.,INFO
2024-12-17 14:40:02.854377,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-12 05:27:18.854380,Node node-3 is ready for scheduling.,INFO
2024-12-14 04:14:35.854381,Backup job completed successfully.,INFO
2024-12-14 18:57:42.854384,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-11 04:47:12.854386,Replica count for deployment deployment-2 dropped below threshold.,WARNING
2024-12-14 08:46:30.854389,Slow response time observed for pod frontend-pod.,WARNING
2024-12-14 21:51:25.854391,Deployment deployment-2 scaled to kube-system replicas.,INFO
2024-12-14 01:40:31.854394,Node node-2 is ready for scheduling.,INFO
2024-12-17 06:39:45.854396,Deployment deployment-2 scaled to monitoring replicas.,INFO
2024-12-11 06:22:44.854398,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 10:28:56.854401,Slow response time observed for pod redis-pod.,WARNING
2024-12-17 11:16:38.854403,High memory usage detected in pod redis-pod.,WARNING
2024-12-10 19:02:27.854406,DiskPressure condition detected on node node-4.,WARNING
2024-12-15 22:20:38.854408,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-12 15:44:45.854410,Backup job completed successfully.,INFO
2024-12-11 04:52:34.854412,Slow response time observed for pod redis-pod.,WARNING
2024-12-12 18:02:57.854414,High memory usage detected in pod nginx-pod.,WARNING
2024-12-11 07:22:40.854416,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-17 01:29:29.854419,Node node-5 is ready for scheduling.,INFO
2024-12-15 08:53:12.854421,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-12 19:04:20.854423,Slow response time observed for pod api-server.,WARNING
2024-12-12 14:40:08.854426,Deployment deployment-4 scaled to production replicas.,INFO
2024-12-10 20:32:00.854428,DiskPressure condition detected on node node-1.,WARNING
2024-12-10 22:22:10.854430,Slow response time observed for pod redis-pod.,WARNING
2024-12-10 23:45:11.854433,High memory usage detected in pod api-server.,WARNING
2024-12-13 20:18:44.854435,Deployment deployment-5 scaled to default replicas.,INFO
2024-12-14 19:01:58.854438,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-12 16:49:42.854440,Pod api-server started successfully in namespace kube-system.,INFO
2024-12-12 16:59:31.854453,Slow response time observed for pod nginx-pod.,WARNING
2024-12-15 15:04:40.854455,Backup job completed successfully.,INFO
2024-12-10 23:46:17.854457,Backup job completed successfully.,INFO
2024-12-12 23:47:26.854459,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-12 01:25:43.854462,Slow response time observed for pod api-server.,WARNING
2024-12-17 04:44:30.854464,High memory usage detected in pod db-pod.,WARNING
2024-12-15 14:34:49.854466,Backup job completed successfully.,INFO
2024-12-17 14:57:24.854468,Deployment deployment-8 scaled to monitoring replicas.,INFO
2024-12-12 18:45:09.854471,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-16 07:23:00.854473,Deployment deployment-8 failed to roll out successfully.,ERROR
2024-12-13 21:15:09.854475,Failed to mount volume for pod api-server.,ERROR
2024-12-15 21:23:51.854478,Node node-1 is ready for scheduling.,INFO
2024-12-14 12:13:08.854480,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-14 05:17:19.854483,Node node-4 is ready for scheduling.,INFO
2024-12-11 11:22:20.854485,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-11 06:55:49.854488,Node node-4 is ready for scheduling.,INFO
2024-12-15 07:28:26.854490,Deployment deployment-1 failed to roll out successfully.,ERROR
2024-12-13 02:22:21.854492,Replica count for deployment deployment-1 dropped below threshold.,WARNING
2024-12-14 14:39:08.854495,High memory usage detected in pod frontend-pod.,WARNING
2024-12-11 07:43:27.854497,Deployment deployment-4 scaled to kube-system replicas.,INFO
2024-12-14 19:46:59.854499,DiskPressure condition detected on node node-5.,WARNING
2024-12-15 20:19:44.854502,DiskPressure condition detected on node node-2.,WARNING
2024-12-17 12:08:55.854504,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-11 22:46:17.854507,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 18:55:15.854509,High memory usage detected in pod nginx-pod.,WARNING
2024-12-11 02:07:07.854511,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-13 11:13:41.854514,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 05:46:41.854516,DiskPressure condition detected on node node-3.,WARNING
2024-12-14 18:08:31.854519,Pod api-server started successfully in namespace production.,INFO
2024-12-12 11:22:28.854521,Deployment deployment-8 failed to roll out successfully.,ERROR
2024-12-16 18:00:24.854523,Backup job completed successfully.,INFO
2024-12-17 08:18:00.854525,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-12 19:14:49.854527,Backup job completed successfully.,INFO
2024-12-12 02:09:18.854529,Slow response time observed for pod nginx-pod.,WARNING
2024-12-13 15:32:12.854532,High memory usage detected in pod api-server.,WARNING
2024-12-11 23:08:14.854534,Replica count for deployment deployment-4 dropped below threshold.,WARNING
2024-12-11 18:57:11.854537,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-13 08:24:25.854539,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-15 00:48:03.854541,Backup job completed successfully.,INFO
2024-12-16 10:11:29.854547,Slow response time observed for pod db-pod.,WARNING
2024-12-15 06:36:54.854549,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-14 06:01:23.854551,DiskPressure condition detected on node node-2.,WARNING
2024-12-15 01:52:33.854553,Node node-4 is ready for scheduling.,INFO
2024-12-10 20:39:50.854556,Deployment deployment-1 failed to roll out successfully.,ERROR
2024-12-13 18:12:30.854558,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 22:37:45.854560,Replica count for deployment deployment-1 dropped below threshold.,WARNING
2024-12-14 19:42:04.854562,Backup job completed successfully.,INFO
2024-12-16 19:03:35.854565,Node node-1 is ready for scheduling.,INFO
2024-12-11 20:54:23.854567,Deployment deployment-4 scaled to default replicas.,INFO
2024-12-13 03:01:55.854570,Deployment deployment-3 scaled to monitoring replicas.,INFO
2024-12-16 15:25:20.854572,Replica count for deployment deployment-2 dropped below threshold.,WARNING
2024-12-11 08:05:23.854574,Slow response time observed for pod api-server.,WARNING
2024-12-11 10:29:21.854577,Replica count for deployment deployment-6 dropped below threshold.,WARNING
2024-12-15 12:12:33.854579,Deployment deployment-5 scaled to monitoring replicas.,INFO
2024-12-12 07:02:39.854582,Failed to mount volume for pod api-server.,ERROR
2024-12-14 05:57:44.854584,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-10 19:27:14.854586,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-17 01:47:30.854589,Deployment deployment-8 failed to roll out successfully.,ERROR
2024-12-14 23:16:01.854591,Replica count for deployment deployment-3 dropped below threshold.,WARNING
2024-12-15 23:01:29.854594,High memory usage detected in pod nginx-pod.,WARNING
2024-12-16 21:58:40.854596,Deployment deployment-6 scaled to monitoring replicas.,INFO
2024-12-12 06:07:13.854598,Pod db-pod started successfully in namespace default.,INFO
2024-12-16 03:49:06.854601,Slow response time observed for pod db-pod.,WARNING
2024-12-16 06:47:58.854603,Deployment deployment-2 scaled to production replicas.,INFO
2024-12-14 13:59:54.854605,Failed to mount volume for pod db-pod.,ERROR
2024-12-12 02:38:30.854608,Slow response time observed for pod nginx-pod.,WARNING
2024-12-16 00:16:07.854610,Slow response time observed for pod nginx-pod.,WARNING
2024-12-15 06:41:10.854612,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-15 20:42:03.854615,Deployment deployment-2 failed to roll out successfully.,ERROR
2024-12-14 11:21:59.854617,Replica count for deployment deployment-2 dropped below threshold.,WARNING
2024-12-14 22:49:59.854620,Deployment deployment-5 failed to roll out successfully.,ERROR
2024-12-16 23:10:34.854621,Backup job completed successfully.,INFO
2024-12-15 02:40:24.854624,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-11 00:57:34.854626,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-13 01:14:36.854628,Backup job completed successfully.,INFO
2024-12-17 03:08:26.854630,DiskPressure condition detected on node node-4.,WARNING
2024-12-11 05:59:49.854633,Failed to mount volume for pod redis-pod.,ERROR
2024-12-16 18:16:42.854635,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-12 11:12:10.854637,Failed to mount volume for pod redis-pod.,ERROR
2024-12-12 05:27:46.854639,Deployment deployment-3 scaled to monitoring replicas.,INFO
2024-12-11 06:01:29.854642,DiskPressure condition detected on node node-4.,WARNING
2024-12-11 03:07:06.854644,DiskPressure condition detected on node node-3.,WARNING
2024-12-13 06:18:26.854646,Backup job completed successfully.,INFO
2024-12-14 22:21:07.854648,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-14 07:56:35.854650,Pod frontend-pod started successfully in namespace monitoring.,INFO
2024-12-16 23:23:11.854653,High memory usage detected in pod db-pod.,WARNING
2024-12-11 18:32:43.854655,High memory usage detected in pod redis-pod.,WARNING
2024-12-12 22:01:14.854657,Failed to mount volume for pod db-pod.,ERROR
2024-12-14 00:21:56.854660,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 00:29:55.854661,Backup job completed successfully.,INFO
2024-12-13 12:09:26.854663,Backup job completed successfully.,INFO
2024-12-12 18:10:50.854665,Deployment deployment-7 scaled to production replicas.,INFO
2024-12-14 14:32:44.854669,Deployment deployment-8 scaled to default replicas.,INFO
2024-12-17 00:25:44.854671,Replica count for deployment deployment-2 dropped below threshold.,WARNING
2024-12-12 04:57:02.854674,Replica count for deployment deployment-6 dropped below threshold.,WARNING
2024-12-16 10:16:02.854676,Replica count for deployment deployment-4 dropped below threshold.,WARNING
2024-12-11 14:42:55.854678,Replica count for deployment deployment-7 dropped below threshold.,WARNING
2024-12-15 20:17:13.854681,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-11 22:32:56.854683,Backup job completed successfully.,INFO
2024-12-11 23:21:38.854685,Pod frontend-pod started successfully in namespace production.,INFO
2024-12-11 12:56:13.854687,Slow response time observed for pod frontend-pod.,WARNING
2024-12-13 12:55:34.854690,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-15 01:12:41.854692,High memory usage detected in pod api-server.,WARNING
2024-12-17 10:09:16.854694,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-10 22:01:32.854697,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-12 06:32:17.854698,Backup job completed successfully.,INFO
2024-12-12 18:09:55.854700,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-17 06:03:05.854703,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-11 20:13:09.854705,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-16 08:46:29.854708,Deployment deployment-2 scaled to monitoring replicas.,INFO
2024-12-14 07:05:13.854710,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-17 14:10:49.854713,High memory usage detected in pod redis-pod.,WARNING
2024-12-11 03:46:57.854715,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-17 07:25:35.854717,Node node-5 is ready for scheduling.,INFO
2024-12-15 11:48:56.854720,Replica count for deployment deployment-1 dropped below threshold.,WARNING
2024-12-15 13:08:02.854722,Replica count for deployment deployment-10 dropped below threshold.,WARNING
2024-12-16 12:07:11.854724,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-10 19:21:17.854727,Replica count for deployment deployment-3 dropped below threshold.,WARNING
2024-12-15 02:36:00.854729,Node node-1 is ready for scheduling.,INFO
2024-12-13 12:14:22.854732,Failed to mount volume for pod redis-pod.,ERROR
2024-12-12 23:50:10.854735,Node node-2 is ready for scheduling.,INFO
2024-12-11 19:29:28.854737,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-17 05:06:54.854740,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-10 19:42:12.854742,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-14 01:34:48.854744,Deployment deployment-2 scaled to monitoring replicas.,INFO
2024-12-17 06:01:32.854746,Backup job completed successfully.,INFO
2024-12-14 08:59:50.854748,Pod frontend-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 16:40:56.854750,Backup job completed successfully.,INFO
2024-12-14 08:14:29.854753,Deployment deployment-7 scaled to kube-system replicas.,INFO
2024-12-17 03:18:32.854756,Node node-5 is ready for scheduling.,INFO
2024-12-12 10:56:17.854758,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-14 14:16:23.854761,Deployment deployment-9 scaled to production replicas.,INFO
2024-12-11 21:15:35.854763,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-10 16:58:27.854766,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-14 03:54:22.854769,Node node-5 is ready for scheduling.,INFO
2024-12-16 05:00:04.854771,Slow response time observed for pod nginx-pod.,WARNING
2024-12-16 01:47:27.854774,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-16 16:25:57.854776,Replica count for deployment deployment-9 dropped below threshold.,WARNING
2024-12-16 01:57:26.854779,Slow response time observed for pod db-pod.,WARNING
2024-12-13 11:06:11.854781,High memory usage detected in pod api-server.,WARNING
2024-12-11 17:09:41.854784,Deployment deployment-6 failed to roll out successfully.,ERROR
2024-12-12 09:28:25.854787,DiskPressure condition detected on node node-5.,WARNING
2024-12-13 12:15:04.854790,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-15 11:22:52.854792,Failed to mount volume for pod db-pod.,ERROR
2024-12-16 19:55:57.854795,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-11 07:37:59.854798,Node node-5 is ready for scheduling.,INFO
2024-12-15 01:01:10.854800,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-12 18:08:29.854803,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-13 20:37:37.854805,Failed to mount volume for pod redis-pod.,ERROR
2024-12-12 09:21:29.854808,DiskPressure condition detected on node node-2.,WARNING
2024-12-11 23:30:37.854811,Node node-3 is ready for scheduling.,INFO
2024-12-17 06:50:46.854813,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-10 20:48:00.854816,Replica count for deployment deployment-6 dropped below threshold.,WARNING
2024-12-13 11:47:16.854819,Slow response time observed for pod db-pod.,WARNING
2024-12-17 07:02:52.854822,Node node-4 is ready for scheduling.,INFO
2024-12-12 00:30:04.854825,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-15 19:55:43.854827,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-12 05:46:19.854830,Pod db-pod started successfully in namespace monitoring.,INFO
2024-12-12 17:57:47.854833,DiskPressure condition detected on node node-2.,WARNING
2024-12-14 01:42:46.854835,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-17 04:41:40.854838,Pod redis-pod started successfully in namespace default.,INFO
2024-12-16 01:17:47.854841,Replica count for deployment deployment-1 dropped below threshold.,WARNING
2024-12-11 22:06:55.854844,Failed to mount volume for pod db-pod.,ERROR
2024-12-15 04:53:38.854847,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-10 23:56:07.854850,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-17 04:43:26.854852,Backup job completed successfully.,INFO
2024-12-10 20:05:57.854854,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-10 17:04:19.854856,Backup job completed successfully.,INFO
2024-12-12 15:00:54.854859,Pod db-pod started successfully in namespace default.,INFO
2024-12-16 02:09:01.854861,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-12 23:54:53.854864,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-13 22:50:46.854867,Node node-2 is ready for scheduling.,INFO
2024-12-11 14:37:58.854869,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-17 10:56:46.854871,Pod nginx-pod started successfully in namespace production.,INFO
2024-12-11 08:22:14.854873,Pod redis-pod started successfully in namespace production.,INFO
2024-12-16 04:18:12.854876,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-17 15:02:59.854878,DiskPressure condition detected on node node-4.,WARNING
2024-12-11 01:07:31.854880,Slow response time observed for pod nginx-pod.,WARNING
2024-12-17 03:53:28.854883,Deployment deployment-4 scaled to kube-system replicas.,INFO
2024-12-15 11:14:41.854885,Backup job completed successfully.,INFO
2024-12-16 20:15:20.854887,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-14 16:15:19.854890,Node node-4 is ready for scheduling.,INFO
2024-12-13 15:33:41.854892,Failed to mount volume for pod db-pod.,ERROR
2024-12-13 12:13:00.854894,Deployment deployment-6 failed to roll out successfully.,ERROR
2024-12-11 05:02:50.854897,Slow response time observed for pod frontend-pod.,WARNING
2024-12-15 22:47:07.854899,Deployment deployment-5 scaled to default replicas.,INFO
2024-12-14 10:35:41.854902,Slow response time observed for pod api-server.,WARNING
2024-12-16 02:28:42.854904,Pod redis-pod started successfully in namespace default.,INFO
2024-12-15 02:00:07.854906,Node node-5 is ready for scheduling.,INFO
2024-12-17 09:36:34.854909,High memory usage detected in pod api-server.,WARNING
2024-12-17 03:51:41.854911,Replica count for deployment deployment-1 dropped below threshold.,WARNING
2024-12-13 22:50:59.854914,Deployment deployment-3 failed to roll out successfully.,ERROR
2024-12-13 07:13:01.854916,DiskPressure condition detected on node node-4.,WARNING
2024-12-11 12:02:20.854918,Slow response time observed for pod frontend-pod.,WARNING
2024-12-10 16:47:06.854921,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-17 16:14:12.854923,DiskPressure condition detected on node node-1.,WARNING
2024-12-12 04:40:18.854926,Deployment deployment-8 scaled to monitoring replicas.,INFO
2024-12-17 01:21:17.854928,DiskPressure condition detected on node node-4.,WARNING
2024-12-13 14:45:54.854930,Slow response time observed for pod nginx-pod.,WARNING
2024-12-11 02:46:36.854933,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-16 12:17:49.854935,DiskPressure condition detected on node node-3.,WARNING
2024-12-17 10:56:18.854938,Deployment deployment-4 scaled to production replicas.,INFO
2024-12-17 07:27:15.854940,Slow response time observed for pod redis-pod.,WARNING
2024-12-13 18:09:07.854942,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-15 01:15:28.854945,Pod api-server started successfully in namespace kube-system.,INFO
2024-12-13 11:37:49.854946,Backup job completed successfully.,INFO
2024-12-15 06:09:29.854949,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-10 18:59:51.854951,Replica count for deployment deployment-4 dropped below threshold.,WARNING
2024-12-17 16:11:35.854958,Node node-3 is ready for scheduling.,INFO
2024-12-14 03:04:28.854961,Node node-1 is ready for scheduling.,INFO
2024-12-10 20:44:15.854963,Deployment deployment-6 scaled to monitoring replicas.,INFO
2024-12-11 06:16:09.854965,DiskPressure condition detected on node node-2.,WARNING
2024-12-12 04:26:12.854968,Slow response time observed for pod frontend-pod.,WARNING
2024-12-17 12:58:41.854970,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-14 07:58:23.854972,High memory usage detected in pod nginx-pod.,WARNING
2024-12-13 10:30:28.854974,Pod api-server started successfully in namespace monitoring.,INFO
2024-12-15 17:58:18.854977,Deployment deployment-2 scaled to default replicas.,INFO
2024-12-16 13:26:52.854979,Node node-4 is NotReady for scheduling pods.,ERROR
2024-12-12 10:22:26.854982,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-15 06:04:13.854984,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-14 14:58:04.854987,Deployment deployment-9 failed to roll out successfully.,ERROR
2024-12-11 02:26:43.854989,Node node-5 is ready for scheduling.,INFO
2024-12-16 12:51:42.854991,Slow response time observed for pod db-pod.,WARNING
2024-12-17 10:46:43.854994,Replica count for deployment deployment-5 dropped below threshold.,WARNING
2024-12-17 08:08:31.854996,Backup job completed successfully.,INFO
2024-12-15 22:47:00.854998,Pod api-server crashed due to out of memory (OOMKilled).,ERROR
2024-12-13 06:34:49.855000,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-13 03:13:29.855003,Deployment deployment-1 scaled to default replicas.,INFO
2024-12-16 13:03:49.855005,Node node-1 is ready for scheduling.,INFO
2024-12-14 14:48:25.855007,Failed to mount volume for pod db-pod.,ERROR
2024-12-14 21:35:24.855010,Deployment deployment-4 failed to roll out successfully.,ERROR
2024-12-12 18:57:23.855012,Pod frontend-pod started successfully in namespace default.,INFO
2024-12-12 00:35:18.855014,Backup job completed successfully.,INFO
2024-12-17 01:22:57.855017,Node node-5 is NotReady for scheduling pods.,ERROR
2024-12-13 08:59:15.855019,Node node-3 is NotReady for scheduling pods.,ERROR
2024-12-11 21:01:00.855022,Pod api-server started successfully in namespace default.,INFO
2024-12-14 03:29:36.855024,Deployment deployment-7 scaled to kube-system replicas.,INFO
2024-12-15 18:35:11.855026,Deployment deployment-5 failed to roll out successfully.,ERROR
2024-12-11 02:23:01.855029,High memory usage detected in pod api-server.,WARNING
2024-12-14 11:24:34.855031,Replica count for deployment deployment-2 dropped below threshold.,WARNING
2024-12-13 03:13:10.855033,High memory usage detected in pod redis-pod.,WARNING
2024-12-11 10:55:09.855036,Node node-5 is ready for scheduling.,INFO
2024-12-12 01:35:32.855038,Node node-1 is NotReady for scheduling pods.,ERROR
2024-12-15 18:53:06.855041,DiskPressure condition detected on node node-5.,WARNING
2024-12-16 08:40:49.855043,DiskPressure condition detected on node node-3.,WARNING
2024-12-12 04:21:12.855045,Failed to mount volume for pod api-server.,ERROR
2024-12-12 18:06:56.855047,Slow response time observed for pod redis-pod.,WARNING
2024-12-11 18:33:37.855050,DiskPressure condition detected on node node-4.,WARNING
2024-12-12 01:49:37.855054,Node node-4 is ready for scheduling.,INFO
2024-12-11 10:48:24.855057,Deployment deployment-8 scaled to kube-system replicas.,INFO
2024-12-11 20:39:17.855059,Node node-4 is ready for scheduling.,INFO
2024-12-12 21:52:04.855061,Slow response time observed for pod frontend-pod.,WARNING
2024-12-15 14:16:06.855064,Slow response time observed for pod nginx-pod.,WARNING
2024-12-15 21:14:22.855066,Deployment deployment-8 failed to roll out successfully.,ERROR
2024-12-12 12:41:31.855069,Replica count for deployment deployment-8 dropped below threshold.,WARNING
2024-12-16 15:11:10.855071,Replica count for deployment deployment-3 dropped below threshold.,WARNING
2024-12-13 05:07:09.855073,Pod redis-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-12 16:43:13.855076,Deployment deployment-5 failed to roll out successfully.,ERROR
2024-12-16 01:16:23.855079,DiskPressure condition detected on node node-1.,WARNING
2024-12-16 17:51:13.855082,Pod db-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-14 00:52:15.855084,Deployment deployment-5 scaled to production replicas.,INFO
2024-12-17 10:24:04.855086,Failed to mount volume for pod redis-pod.,ERROR
2024-12-11 03:26:55.855088,High memory usage detected in pod nginx-pod.,WARNING
2024-12-12 16:12:00.855090,Backup job completed successfully.,INFO
2024-12-13 21:29:13.855093,Replica count for deployment deployment-3 dropped below threshold.,WARNING
2024-12-13 01:59:32.855094,Backup job completed successfully.,INFO
2024-12-11 02:13:12.855097,DiskPressure condition detected on node node-2.,WARNING
2024-12-11 06:45:12.855099,Deployment deployment-7 failed to roll out successfully.,ERROR
2024-12-17 04:32:25.855102,DiskPressure condition detected on node node-2.,WARNING
2024-12-17 13:56:49.855104,Deployment deployment-6 scaled to kube-system replicas.,INFO
2024-12-10 18:21:52.855106,Pod nginx-pod crashed due to out of memory (OOMKilled).,ERROR
2024-12-15 20:45:44.855109,Slow response time observed for pod frontend-pod.,WARNING
2024-12-16 00:17:49.855111,Node node-2 is NotReady for scheduling pods.,ERROR
2024-12-10 21:59:10.855113,Failed to mount volume for pod db-pod.,ERROR
2024-12-16 22:55:21.855116,Failed to mount volume for pod nginx-pod.,ERROR
2024-12-13 15:41:30.855118,Slow response time observed for pod nginx-pod.,WARNING
2024-12-15 08:03:03.855120,High memory usage detected in pod api-server.,WARNING
2024-12-13 15:38:36.855122,Failed to mount volume for pod frontend-pod.,ERROR
2024-12-13 21:15:14.855125,Deployment deployment-7 scaled to monitoring replicas.,INFO
2024-12-16 19:15:22.855127,Backup job completed successfully.,INFO
2024-12-13 04:30:00.855129,Deployment deployment-3 scaled to monitoring replicas.,INFO
2024-12-15 15:48:26.855131,Deployment deployment-8 failed to roll out successfully.,ERROR
